outcome,class,feature_a,feature_b,features,n_flagged,z_score,hit_rate,baseline,direction,val_z,val_n,val_hit,oos_z,oos_n,oos_hit,oos_att
hw,A,away_3pa_rate_H,away_tov_rate_L,away_3pa_rate_H × away_tov_rate_L,152,-3.49015059755988,0.4407894736842105,0.5804878048780487,UNDER,-2.507039274784815,242.0,0.4628099173553719,-4.3864362318095065,268.0,0.41044776119402987,-25.68042865761322
hw,A,away_3pa_rate_H,away_dreb_rate_H,away_3pa_rate_H × away_dreb_rate_H,151,-3.0761442968154364,0.45695364238410596,0.5804878048780487,UNDER,-1.0734451076665188,154.0,0.5,,,,
hw,A,away_3pa_rate_H,days_rest_away_L,away_3pa_rate_H × days_rest_away_L,339,-2.0675259214984427,0.5250737463126843,0.5804878048780487,UNDER,-0.37116167253931137,386.0,0.533678756476684,,,,
hw,A,away_3pa_rate_H,away_rest_days_L,away_3pa_rate_H × away_rest_days_L,339,-2.0675259214984427,0.5250737463126843,0.5804878048780487,UNDER,-0.5056999441085465,381.0,0.5301837270341208,,,,
hw,A,away_3pa_rate_H,away_hours_since_prev_L,away_3pa_rate_H × away_hours_since_prev_L,339,-2.0675259214984427,0.5250737463126843,0.5804878048780487,UNDER,-0.5056999441085465,381.0,0.5301837270341208,,,,
hw,A,home_ft_rate_H,away_tov_rate_L,home_ft_rate_H × away_tov_rate_L,144,-2.801577749745368,0.4652777777777778,0.5804878048780487,UNDER,-0.027984482242915113,96.0,0.5416666666666666,-1.0306141387048502,33.0,0.45454545454545453,63.213080957738136
hw,A,home_ft_rate_H,days_rest_home_L,home_ft_rate_H × days_rest_home_L,306,-2.9689757398216163,0.49673202614379086,0.5804878048780487,UNDER,,,,,,,
hw,A,home_ft_rate_H,home_rest_days_L,home_ft_rate_H × home_rest_days_L,305,-2.9064832330810533,0.49836065573770494,0.5804878048780487,UNDER,,,,,,,
hw,A,home_ft_rate_H,home_games_last_4_H,home_ft_rate_H × home_games_last_4_H,262,-2.640048367741407,0.5,0.5804878048780487,UNDER,,,,,,,
hw,A,home_ft_rate_H,home_hours_since_prev_L,home_ft_rate_H × home_hours_since_prev_L,305,-2.9064832330810533,0.49836065573770494,0.5804878048780487,UNDER,,,,,,,
hw,A,home_ft_rate_H,away_travel_miles_est_H,home_ft_rate_H × away_travel_miles_est_H,122,-2.718849372812887,0.45901639344262296,0.5804878048780487,UNDER,,,,,,,
hw,A,away_ft_rate_H,days_rest_away_H,away_ft_rate_H × days_rest_away_H,313,-2.7137711949662995,0.5047923322683706,0.5804878048780487,UNDER,-1.5741386541208313,162.0,0.48148148148148145,,,,
hw,A,away_ft_rate_H,away_rest_days_H,away_ft_rate_H × away_rest_days_H,313,-2.7137711949662995,0.5047923322683706,0.5804878048780487,UNDER,-1.8071436768392728,159.0,0.4716981132075472,,,,
hw,A,away_ft_rate_H,away_games_last_5_L,away_ft_rate_H × away_games_last_5_L,266,-3.032869868308347,0.48872180451127817,0.5804878048780487,UNDER,-0.9504611168826657,143.0,0.5034965034965035,-0.9845540065134768,72.0,0.4861111111111111,67.53721559894574
hw,A,away_ft_rate_H,away_road_trip_length_L,away_ft_rate_H × away_road_trip_length_L,168,-2.1140530377069604,0.5,0.5804878048780487,UNDER,-1.5592776255676601,83.0,0.4578313253012048,-0.8690650581024736,38.0,0.47368421052631576,58.89104754698501
hw,A,away_ft_rate_H,away_hours_since_prev_H,away_ft_rate_H × away_hours_since_prev_H,313,-2.7137711949662995,0.5047923322683706,0.5804878048780487,UNDER,-1.8071436768392728,159.0,0.4716981132075472,,,,
hw,A,away_ft_rate_H,away_travel_miles_est_H,away_ft_rate_H × away_travel_miles_est_H,143,-2.7129878679272923,0.46853146853146854,0.5804878048780487,UNDER,-0.11823349406781195,82.0,0.5365853658536586,,,,
hw,A,home_tov_rate_H,away_dreb_rate_H,home_tov_rate_H × away_dreb_rate_H,130,-2.570575211380604,0.46923076923076923,0.5804878048780487,UNDER,-1.5664180698276187,67.0,0.44776119402985076,-2.7940106817934156,99.0,0.40404040404040403,-8.692041743171131
hw,A,away_tov_rate_H,proj_total_naive_H,away_tov_rate_H × proj_total_naive_H,116,3.5115047866959186,0.7413793103448276,0.5804878048780487,OVER,0.8943843050402841,81.0,0.5925925925925926,2.90691590317021,128.0,0.671875,17.21737318474752
hw,A,away_tov_rate_H,games_l7_away_H,away_tov_rate_H × games_l7_away_H,343,3.2707623528156033,0.6676384839650146,0.5804878048780487,OVER,2.049495141539359,212.0,0.6132075471698113,3.5162546198984157,399.0,0.631578947368421,-7.505658944358423
hw,A,away_tov_rate_H,away_games_last_5_H,away_tov_rate_H × away_games_last_5_H,367,3.169232301227851,0.662125340599455,0.5804878048780487,OVER,2.3390816093305467,229.0,0.6200873362445415,3.3932241158766123,425.0,0.6258823529411764,-7.067699472896964
hw,A,away_tov_rate_L,home_dreb_rate_L,away_tov_rate_L × home_dreb_rate_L,133,-2.6717035989212636,0.46616541353383456,0.5804878048780487,UNDER,-2.5697549263756496,233.0,0.4592274678111588,-4.224973554876031,185.0,0.3891891891891892,-58.13780976983827
hw,A,away_tov_rate_L,games_l7_home_H,away_tov_rate_L × games_l7_home_H,347,-2.548737700023038,0.5129682997118156,0.5804878048780487,UNDER,-2.0165994251342756,496.0,0.49798387096774194,-4.773018338825882,321.0,0.411214953271028,-87.26989202469673
hw,A,away_tov_rate_L,days_rest_away_H,away_tov_rate_L × days_rest_away_H,328,-2.953916126221331,0.5,0.5804878048780487,UNDER,-2.696144985236785,499.0,0.48296593186372744,-5.065574162648864,299.0,0.3979933110367893,-71.48672969021567
hw,A,away_tov_rate_L,away_rest_days_H,away_tov_rate_L × away_rest_days_H,328,-2.842025363864462,0.5030487804878049,0.5804878048780487,UNDER,-2.5469790766726663,488.0,0.48565573770491804,-5.134158740380922,296.0,0.3952702702702703,-80.65140465177683
hw,A,away_tov_rate_L,home_games_last_4_H,away_tov_rate_L × home_games_last_4_H,269,-2.8604139511206275,0.4944237918215613,0.5804878048780487,UNDER,-1.9864866805680708,403.0,0.49379652605459057,-3.929480562013074,283.0,0.4275618374558304,-37.37454190760108
hw,A,away_tov_rate_L,away_road_trip_length_H,away_tov_rate_L × away_road_trip_length_H,240,-2.3959713142809953,0.5041666666666667,0.5804878048780487,UNDER,-1.6875053156012254,357.0,0.49859943977591037,-2.872999118553768,207.0,0.4444444444444444,-19.909579110129023
hw,A,away_tov_rate_L,away_hours_since_prev_H,away_tov_rate_L × away_hours_since_prev_H,328,-2.842025363864462,0.5030487804878049,0.5804878048780487,UNDER,-2.5469790766726663,488.0,0.48565573770491804,-5.134158740380922,296.0,0.3952702702702703,-80.65140465177683
hw,A,home_dreb_rate_H,games_l7_home_L,home_dreb_rate_H × games_l7_home_L,320,2.633087003642535,0.653125,0.5804878048780487,OVER,0.6452789006518731,234.0,0.5641025641025641,2.030110551337616,133.0,0.631578947368421,22.899982092151873
hw,A,home_dreb_rate_H,home_games_last_4_L,home_dreb_rate_H × home_games_last_4_L,145,2.832124804178724,0.696551724137931,0.5804878048780487,OVER,1.1429577157766249,107.0,0.5981308411214953,1.417872160018379,48.0,0.6458333333333334,49.93609893439912
hw,A,home_dreb_rate_H,home_travel_miles_est_L,home_dreb_rate_H × home_travel_miles_est_L,243,2.852289531523772,0.6707818930041153,0.5804878048780487,OVER,0.26404118523077885,190.0,0.5526315789473685,2.0675605970167563,114.0,0.6403508771929824,27.512246769976105
hw,A,away_dreb_rate_H,proj_total_naive_L,away_dreb_rate_H × proj_total_naive_L,132,-2.579419368629162,0.4696969696969697,0.5804878048780487,UNDER,-1.2527642453501648,94.0,0.4787234042553192,-2.6100601409421667,95.0,0.4105263157894737,-1.1878941705120545
hb,B,away_ortg_L,proj_total_naive_H,away_ortg_L × proj_total_naive_H,59,4.68259485001047,0.576271186440678,0.2975609756097561,OVER,2.532127248268242,42.0,0.47619047619047616,5.150044507686028,31.0,0.7419354838709677,-9.982705586295014
aw,B,b2b_flag_home,away_ortg_trend_H,b2b_flag_home × away_ortg_trend_H,58,2.572568496832335,0.5862068965517241,0.4195121951219512,OVER,3.5608425601790556,65.0,0.676923076923077,,,,
aw,B,home_ortg_L,away_3pa_rate_H,home_ortg_L × away_3pa_rate_H,137,3.900056859225289,0.583941605839416,0.4195121951219512,OVER,2.746925680771057,130.0,0.5769230769230769,2.579957289508681,312.0,0.5288461538461539,33.84821343294041
aw,B,home_drtg_H,away_ortg_trend_H,home_drtg_H × away_ortg_trend_H,122,4.003098500524045,0.5983606557377049,0.4195121951219512,OVER,3.7830917201451477,179.0,0.5977653631284916,3.277682250579249,180.0,0.5777777777777777,18.121368980799048
aw,B,home_drtg_H,away_tov_rate_L,home_drtg_H × away_tov_rate_L,154,3.983582242960221,0.577922077922078,0.4195121951219512,OVER,4.738015571136928,323.0,0.5882352941176471,5.835522940368137,171.0,0.6783625730994152,-46.48933006669217
aw,B,away_pace_L,away_3pa_rate_L,away_pace_L × away_3pa_rate_L,80,2.3650812960314913,0.55,0.4195121951219512,OVER,1.8845286654855888,86.0,0.5581395348837209,1.9841409961506067,28.0,0.6428571428571429,16.106858589600563
aw,B,away_ortg_x_home_drtg_H,away_tov_rate_L,away_ortg_x_home_drtg_H × away_tov_rate_L,207,4.38891356965043,0.5700483091787439,0.4195121951219512,OVER,4.218439970025028,424.0,0.5589622641509434,6.1177697742879475,228.0,0.6578947368421053,-39.39143884246549
aw,B,away_ortg_x_home_drtg_H,days_rest_home_L,away_ortg_x_home_drtg_H × days_rest_home_L,299,4.753967191152548,0.5551839464882943,0.4195121951219512,OVER,4.294824003516741,561.0,0.5472370766488414,5.270685924897994,427.0,0.5831381733021077,-10.869211186545291
aw,B,away_ortg_x_home_drtg_H,home_rest_days_L,away_ortg_x_home_drtg_H × home_rest_days_L,298,4.693794770081102,0.5536912751677853,0.4195121951219512,OVER,4.337859614243443,558.0,0.5483870967741935,5.270685924897994,427.0,0.5831381733021077,-12.29050657463928
aw,B,away_ortg_x_home_drtg_H,home_hours_since_prev_L,away_ortg_x_home_drtg_H × home_hours_since_prev_L,298,4.693794770081102,0.5536912751677853,0.4195121951219512,OVER,4.337859614243443,558.0,0.5483870967741935,5.270685924897994,427.0,0.5831381733021077,-12.29050657463928
aw,B,home_3pa_rate_L,home_tov_rate_H,home_3pa_rate_L × home_tov_rate_H,118,3.0775838429108586,0.559322033898305,0.4195121951219512,OVER,1.5889106053761066,55.0,0.5636363636363636,,,,
aw,B,away_3pa_rate_H,away_tov_rate_L,away_3pa_rate_H × away_tov_rate_L,152,3.4901505975598814,0.5592105263157895,0.4195121951219512,OVER,2.507039274784815,242.0,0.5371900826446281,4.3864362318095065,268.0,0.5895522388059702,-25.68042865761317
o230,B,b2b_flag_away,home_tov_rate_L,b2b_flag_away × home_tov_rate_L,74,2.3059019977150754,0.5945945945945946,0.4609756097560976,OVER,,,,,,,
o230,B,home_ortg_H,home_drtg_H,home_ortg_H × home_drtg_H,146,4.266505355680007,0.636986301369863,0.4609756097560976,OVER,3.8030551341275296,270.0,0.5555555555555556,1.8313506061928562,156.0,0.5192307692307693,57.07609733209931
o230,B,home_ortg_H,away_drtg_H,home_ortg_H × away_drtg_H,168,3.3363554804265223,0.5892857142857143,0.4609756097560976,OVER,4.010755305299178,223.0,0.5739910313901345,1.6027206385888573,107.0,0.5233644859813084,51.961934272544475
o230,B,home_ortg_H,away_ortg_trend_L,home_ortg_H × away_ortg_trend_L,142,2.616402503466098,0.5704225352112676,0.4609756097560976,OVER,0.8861183514404114,208.0,0.47115384615384615,0.9486364965620953,142.0,0.4859154929577465,63.742715606433556
o230,B,home_ortg_H,home_3pa_rate_H,home_ortg_H × home_3pa_rate_H,207,3.4270390010807863,0.5797101449275363,0.4609756097560976,OVER,3.0518553122204426,260.0,0.5346153846153846,,,,
o230,B,home_ortg_H,away_tov_rate_L,home_ortg_H × away_tov_rate_L,160,2.4176475408513,0.55625,0.4609756097560976,OVER,3.383562193840961,279.0,0.5412186379928315,3.250767474212988,133.0,0.5864661654135338,-34.45994171128563
o230,B,home_ortg_L,away_ortg_x_home_drtg_H,home_ortg_L × away_ortg_x_home_drtg_H,127,2.3953781545861887,0.5669291338582677,0.4609756097560976,OVER,,,,,,,
o230,B,home_drtg_H,home_ortg_x_away_drtg_H,home_drtg_H × home_ortg_x_away_drtg_H,170,4.713441700749004,0.6411764705882353,0.4609756097560976,OVER,4.494770460700883,255.0,0.5803921568627451,2.1917169040353492,119.0,0.5462184873949579,53.500710453529784
o230,B,home_drtg_H,home_ortg_trend_H,home_drtg_H × home_ortg_trend_H,147,3.1829230150467667,0.5918367346938775,0.4609756097560976,OVER,1.4038439148703614,185.0,0.4918918918918919,1.6300501651667365,209.0,0.5023923444976076,48.78763459056561
o230,B,home_drtg_H,home_pace_trend_H,home_drtg_H × home_pace_trend_H,137,3.2301566894733487,0.5985401459854015,0.4609756097560976,OVER,2.7350422403248817,226.0,0.5309734513274337,,,,
o230,B,home_drtg_H,home_3pa_rate_H,home_drtg_H × home_3pa_rate_H,138,4.164343545643067,0.6376811594202898,0.4609756097560976,OVER,3.295454521148151,254.0,0.5433070866141733,,,,
o230,B,home_drtg_H,away_3pa_rate_H,home_drtg_H × away_3pa_rate_H,143,4.039746183741187,0.6293706293706294,0.4609756097560976,OVER,1.558379108526333,247.0,0.4898785425101215,,,,
o230,B,home_drtg_H,away_ft_rate_H,home_drtg_H × away_ft_rate_H,137,3.4015510524452743,0.6058394160583942,0.4609756097560976,OVER,2.7112384097718873,97.0,0.5773195876288659,,,,
o230,B,home_drtg_H,proj_total_naive_H,home_drtg_H × proj_total_naive_H,145,4.357990315553358,0.6413793103448275,0.4609756097560976,OVER,5.814758129641882,292.0,0.6095890410958904,3.3344073263146403,171.0,0.5730994152046783,23.487500318337617
o230,B,home_pace_H,away_3pa_rate_H,home_pace_H × away_3pa_rate_H,145,2.525399516192459,0.5655172413793104,0.4609756097560976,OVER,3.4144168627538263,123.0,0.5934959349593496,3.5179080491051122,200.0,0.57,-39.30105025160758
o230,B,home_pace_H,home_tov_rate_L,home_pace_H × home_tov_rate_L,118,3.4359168225825636,0.6186440677966102,0.4609756097560976,OVER,5.028982887353168,171.0,0.631578947368421,2.08414526437886,96.0,0.5520833333333334,39.3423830669935
o230,B,home_pace_H,away_dreb_rate_L,home_pace_H × away_dreb_rate_L,121,2.958470367998016,0.5950413223140496,0.4609756097560976,OVER,5.02980816952897,125.0,0.664,2.63664205679246,156.0,0.5512820512820513,10.878199582013586
o230,B,away_ortg_L,away_tov_rate_L,away_ortg_L × away_tov_rate_L,79,2.840043181248362,0.620253164556962,0.4609756097560976,OVER,,,,,,,
o230,B,away_drtg_H,away_pace_trend_H,away_drtg_H × away_pace_trend_H,150,3.4158079601589413,0.6,0.4609756097560976,OVER,2.7603850439983115,201.0,0.5373134328358209,,,,
o230,B,away_drtg_H,away_3pa_rate_H,away_drtg_H × away_3pa_rate_H,162,3.5182886334826025,0.5987654320987654,0.4609756097560976,OVER,1.530914448117722,164.0,0.5,1.6618161276831798,198.0,0.5050505050505051,52.76635032532224
o230,B,home_ortg_x_away_drtg_H,away_pace_trend_H,home_ortg_x_away_drtg_H × away_pace_trend_H,163,4.6920972877077345,0.6441717791411042,0.4609756097560976,OVER,4.318625548745877,203.0,0.5911330049261084,,,,
o230,B,home_ortg_x_away_drtg_H,home_3pa_rate_H,home_ortg_x_away_drtg_H × home_3pa_rate_H,192,3.98036892321621,0.6041666666666666,0.4609756097560976,OVER,3.737108453332129,243.0,0.5596707818930041,,,,
o230,B,home_ortg_x_away_drtg_H,games_l7_home_H,home_ortg_x_away_drtg_H × games_l7_home_H,335,3.679821675916985,0.5611940298507463,0.4609756097560976,OVER,3.0263343838708607,414.0,0.5144927536231884,1.3814475599344773,279.0,0.4874551971326165,62.458844976768326
o230,B,home_ortg_x_away_drtg_H,home_games_last_5_H,home_ortg_x_away_drtg_H × home_games_last_5_H,356,3.6036098681516795,0.5561797752808989,0.4609756097560976,OVER,3.5107387319129404,437.0,0.5240274599542334,1.272463216662361,296.0,0.4831081081081081,64.68920712232877
o230,B,away_ortg_x_home_drtg_H,away_3pa_rate_H,away_ortg_x_home_drtg_H × away_3pa_rate_H,161,2.9696628526903526,0.577639751552795,0.4609756097560976,OVER,1.986019639050317,276.0,0.5,1.7656258271035836,338.0,0.4940828402366864,40.54456971423463
o230,B,away_ortg_x_home_drtg_H,home_tov_rate_L,away_ortg_x_home_drtg_H × home_tov_rate_L,151,2.5129431724813487,0.5629139072847682,0.4609756097560976,OVER,2.491545069891169,345.0,0.5072463768115942,1.894374469498653,149.0,0.5234899328859061,24.61530804820803
o230,B,away_ortg_x_home_drtg_H,away_tov_rate_H,away_ortg_x_home_drtg_H × away_tov_rate_H,87,3.2036219067394196,0.632183908045977,0.4609756097560976,OVER,0.6660873954094305,97.0,0.4742268041237113,1.27716857825625,140.0,0.5,60.13360454398546
o230,B,home_ortg_trend_H,away_pace_trend_H,home_ortg_trend_H × away_pace_trend_H,142,3.2898017667561787,0.5985915492957746,0.4609756097560976,OVER,0.8759555201785536,136.0,0.47794117647058826,,,,
o230,B,home_ortg_trend_H,home_3pa_rate_H,home_ortg_trend_H × home_3pa_rate_H,147,3.3483849696770664,0.5986394557823129,0.4609756097560976,OVER,0.4079990598883554,171.0,0.45614035087719296,,,,
o230,B,home_ortg_trend_H,home_tov_rate_L,home_ortg_trend_H × home_tov_rate_L,139,2.3693302756772785,0.5611510791366906,0.4609756097560976,OVER,0.10753392891555918,198.0,0.4444444444444444,0.714874843686508,132.0,0.4772727272727273,69.82797835214598
o230,B,home_pace_trend_L,away_road_trip_length_L,home_pace_trend_L × away_road_trip_length_L,172,2.556384007095556,0.5581395348837209,0.4609756097560976,OVER,,,,,,,
o230,B,away_pace_trend_H,home_3pa_rate_H,away_pace_trend_H × home_3pa_rate_H,135,3.9311570938716778,0.6296296296296297,0.4609756097560976,OVER,1.84051115376747,183.0,0.5081967213114754,,,,
o230,B,away_pace_trend_H,away_ft_rate_L,away_pace_trend_H × away_ft_rate_L,135,2.8952013947903343,0.5851851851851851,0.4609756097560976,OVER,0.9825725088344164,281.0,0.4697508896797153,,,,
o230,B,away_pace_trend_H,away_dreb_rate_L,away_pace_trend_H × away_dreb_rate_L,112,2.91368332545991,0.5982142857142857,0.4609756097560976,OVER,3.1072798878161243,186.0,0.553763440860215,,,,
o230,B,away_pace_trend_H,proj_total_naive_H,away_pace_trend_H × proj_total_naive_H,156,4.190173984706728,0.6282051282051282,0.4609756097560976,OVER,4.831563653127993,219.0,0.6027397260273972,3.686714179483329,155.0,0.5935483870967742,12.015248222649559
o230,B,away_pace_trend_H,away_travel_miles_est_H,away_pace_trend_H × away_travel_miles_est_H,125,4.015355739074311,0.64,0.4609756097560976,OVER,1.072464365650086,179.0,0.48044692737430167,,,,
o230,B,home_3pa_rate_H,away_3pa_rate_H,home_3pa_rate_H × away_3pa_rate_H,125,3.477057367514484,0.616,0.4609756097560976,OVER,0.170073716554512,188.0,0.44680851063829785,,,,
o230,B,home_3pa_rate_H,away_tov_rate_L,home_3pa_rate_H × away_tov_rate_L,149,3.0099683653000335,0.5838926174496645,0.4609756097560976,OVER,1.5439629894346216,258.0,0.4883720930232558,,,,
o230,B,home_3pa_rate_H,proj_total_naive_H,home_3pa_rate_H × proj_total_naive_H,186,4.009616920835942,0.6075268817204301,0.4609756097560976,OVER,4.56229673633146,252.0,0.5833333333333334,2.6839382108973555,265.0,0.5283018867924528,33.06247794021688
o230,B,away_3pa_rate_H,away_ft_rate_L,away_3pa_rate_H × away_ft_rate_L,134,3.15917479218341,0.5970149253731343,0.4609756097560976,OVER,,,,,,,
o230,B,away_3pa_rate_L,home_ft_rate_H,away_3pa_rate_L × home_ft_rate_H,124,2.13285774581497,0.5564516129032258,0.4609756097560976,OVER,0.05126478914779027,45.0,0.4444444444444444,,,,
o230,B,home_ft_rate_H,away_tov_rate_H,home_ft_rate_H × away_tov_rate_H,136,2.2891690658230788,0.5588235294117647,0.4609756097560976,OVER,,,,,,,
